sample_name,species,AMC (disk),AMK (disk),AMK (mic),AMK (vitek),AMP (vitek),AMX (disk),AMX (vitek),ATM (disk),ATM (vitek),CAZ (disk),CAZ (mic),CAZ (vitek),CHL (vitek),CIP (disk),CIP (vitek),COL (mic),CRO (mic),CRO (vitek),CTX (disk),CTX (mic),CTX (vitek),CXM (vitek),CZA (disk),CZA (vitek),CZT (disk),CZT (vitek),ETP (disk),ETP (mic),ETP (vitek),FEP (disk),FEP (mic),FEP (vitek),FOS (disk),FOX (disk),FOX (vitek),GEN (disk),GEN (mic),GEN (vitek),IPM (disk),IPM (mic),IPM (vitek),LVX (disk),LVX (vitek),MEC (disk),MEM (disk),MEM (mic),MEM (vitek),NAL (vitek),NET (disk),OFX (vitek),PIP (vitek),PRL (disk),SXT (disk),SXT (vitek),TCC (disk),TCC (vitek),TGC (disk),TGC (vitek),TIC (disk),TIC (vitek),TOB (disk),TOB (vitek),TZP (disk),TZP (mic),TZP (vitek),AMC (disk) cat,AMK (disk) cat,AMK (mic) cat,AMK (vitek) cat,AMP (vitek) cat,AMX (disk) cat,AMX (vitek) cat,ATM (disk) cat,ATM (vitek) cat,CAZ (disk) cat,CAZ (mic) cat,CAZ (vitek) cat,CHL (vitek) cat,CIP (disk) cat,CIP (vitek) cat,COL (mic) cat,CRO (mic) cat,CRO (vitek) cat,CTX (disk) cat,CTX (mic) cat,CTX (vitek) cat,CXM (vitek) cat,CZA (disk) cat,CZA (vitek) cat,CZT (disk) cat,CZT (vitek) cat,ETP (disk) cat,ETP (mic) cat,ETP (vitek) cat,FEP (disk) cat,FEP (mic) cat,FEP (vitek) cat,FOS (disk) cat,FOX (disk) cat,FOX (vitek) cat,GEN (disk) cat,GEN (mic) cat,GEN (vitek) cat,IPM (disk) cat,IPM (mic) cat,IPM (vitek) cat,LVX (disk) cat,LVX (vitek) cat,MEC (disk) cat,MEM (disk) cat,MEM (mic) cat,MEM (vitek) cat,NAL (vitek) cat,NET (disk) cat,OFX (vitek) cat,PIP (vitek) cat,PRL (disk) cat,SXT (disk) cat,SXT (vitek) cat,TCC (disk) cat,TCC (vitek) cat,TGC (disk) cat,TGC (vitek) cat,TIC (disk) cat,TIC (vitek) cat,TOB (disk) cat,TOB (vitek) cat,TZP (disk) cat,TZP (mic) cat,TZP (vitek) cat
COLI126,Escherichia coli,,,4.0,4.0,16.0,,,,32.0,,4.0,4.0,2.0,,2.0,8.0,2.0,32.0,,2.0,32.0,32.0,,0.25,,0.25,,0.06,0.5,,4.0,16.0,,,4.0,,1.0,2.0,,0.12,0.25,,4.0,,,0.06,0.25,16.0,,4.0,64.0,,,160.0,,8.0,,0.5,,64.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,R,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,S,R,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
MORMOG11,Morganella morganii,6.0,26.0,2.0,2.0,16.0,6.0,16.0,35.0,1.0,35.0,1.0,1.0,4.0,23.0,2.0,8.0,0.12,0.25,24.0,0.5,2.0,,33.0,0.12,25.0,0.5,19.0,0.25,0.5,35.0,0.12,0.12,6.0,15.0,8.0,6.0,8.0,8.0,24.0,4.0,8.0,17.0,4.0,23.0,32.0,0.12,1.0,16.0,15.0,4.0,64.0,21.0,6.0,160.0,10.0,64.0,23.0,,13.0,64.0,21.0,2.0,16.0,32.0,8.0,R,S,S,S,R,R,R,S,S,S,S,S,S,U,R,R,S,S,S,S,R,NA,S,S,S,S,R,S,R,S,S,S,R,R,R,R,R,R,S,R,R,R,R,S,S,S,S,R,S,R,R,S,R,R,R,R,S,NA,R,R,S,R,R,R,R
CITFRE67,Citrobacter freundii,6.0,14.0,32.0,32.0,,6.0,16.0,24.0,2.0,6.0,32.0,32.0,32.0,6.0,2.0,0.5,16.0,16.0,6.0,16.0,8.0,,6.0,0.5,6.0,1.0,7.0,8.0,,6.0,32.0,2.0,28.0,6.0,32.0,20.0,2.0,4.0,16.0,8.0,0.5,6.0,4.0,13.0,11.0,32.0,0.25,16.0,6.0,4.0,64.0,6.0,6.0,160.0,6.0,64.0,23.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,R,R,R,NA,R,R,U,U,R,R,R,R,R,R,S,R,R,R,R,R,NA,R,S,R,S,R,R,NA,R,R,U,S,R,R,S,R,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,S,NA,R,R,R,R,R,R,R
KLEPNE55,Klebsiella pneumoniae,6.0,6.0,64.0,8.0,16.0,6.0,16.0,34.0,1.0,6.0,32.0,32.0,32.0,8.0,0.25,1.0,16.0,32.0,6.0,16.0,32.0,32.0,6.0,8.0,6.0,16.0,6.0,8.0,4.0,6.0,32.0,16.0,16.0,6.0,32.0,6.0,16.0,2.0,10.0,16.0,8.0,9.0,1.0,6.0,10.0,32.0,8.0,16.0,6.0,2.0,64.0,6.0,9.0,20.0,6.0,64.0,17.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,R,R,R,R,R,R,S,S,R,R,R,R,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,NA,R,R,R,R,R,R,R
ENTLUD1,Enterobacter ludwigii,6.0,25.0,1.0,2.0,,6.0,16.0,27.0,1.0,29.0,0.25,1.0,4.0,35.0,0.25,0.5,0.25,0.25,27.0,0.25,1.0,,32.0,0.25,30.0,0.25,13.0,8.0,4.0,35.0,0.06,0.12,12.0,6.0,32.0,23.0,0.25,1.0,6.0,16.0,8.0,35.0,0.12,35.0,20.0,4.0,,2.0,21.0,0.25,16.0,20.0,29.0,20.0,27.0,8.0,25.0,,17.0,16.0,22.0,1.0,23.0,2.0,4.0,R,S,S,S,NA,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,NA,S,S,S,S,R,R,R,S,S,S,R,R,R,S,S,S,R,R,R,S,S,S,U,U,NA,S,S,S,R,R,S,R,S,S,S,NA,R,R,S,S,S,S,S
SERMAR11,Serratia marcescens,6.0,6.0,64.0,32.0,,6.0,16.0,33.0,1.0,6.0,32.0,32.0,,18.0,1.0,8.0,16.0,32.0,6.0,16.0,32.0,,6.0,8.0,6.0,16.0,6.0,8.0,,6.0,32.0,16.0,26.0,6.0,32.0,6.0,16.0,8.0,6.0,16.0,,21.0,1.0,6.0,13.0,32.0,8.0,16.0,6.0,2.0,64.0,6.0,17.0,20.0,6.0,,23.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,R,R,R,NA,R,R,S,S,R,R,R,NA,R,R,R,R,R,R,R,R,NA,R,R,R,R,R,R,NA,R,R,R,S,R,R,R,R,R,R,R,NA,U,R,R,R,R,R,R,R,R,R,R,S,R,R,NA,S,NA,R,R,R,R,R,R,R
COLI127,Escherichia coli,,,1.0,2.0,16.0,,,,16.0,,8.0,16.0,8.0,,0.5,0.5,2.0,32.0,,2.0,32.0,32.0,,0.12,,0.25,,0.06,0.5,,4.0,8.0,,,4.0,,2.0,8.0,,0.25,0.25,,1.0,,,0.06,0.25,16.0,,2.0,64.0,,,160.0,,64.0,,0.5,,64.0,,8.0,,2.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,R,NA,R,NA,R,NA,R,NA,S,S
CITKOS10,Citrobacter koseri,6.0,30.0,0.5,2.0,,6.0,16.0,44.0,1.0,32.0,0.25,1.0,4.0,45.0,0.25,0.5,0.5,0.25,26.0,0.5,1.0,,35.0,0.12,34.0,0.25,27.0,0.5,0.5,35.0,0.12,0.12,35.0,27.0,4.0,27.0,0.25,1.0,29.0,0.5,0.25,35.0,0.12,35.0,35.0,0.25,0.25,2.0,26.0,0.25,64.0,6.0,35.0,20.0,6.0,64.0,31.0,0.5,6.0,64.0,27.0,1.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,NA,S,S,S,S,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,R,R,S,R,R,R,S,R,R,R,S,S,R,R,R
COLI128,Escherichia coli,,,2.0,2.0,16.0,,,,16.0,,8.0,16.0,2.0,,2.0,4.0,2.0,32.0,,2.0,32.0,32.0,,0.25,,0.25,,0.06,0.5,,4.0,4.0,,,4.0,,0.5,1.0,,0.12,0.25,,4.0,,,0.06,0.25,16.0,,4.0,64.0,,,160.0,,16.0,,0.5,,64.0,,1.0,,2.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,R,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
SERMAR7,Serratia marcescens,6.0,21.0,8.0,2.0,,6.0,16.0,6.0,32.0,6.0,32.0,32.0,,24.0,0.5,8.0,16.0,32.0,6.0,16.0,32.0,,29.0,,12.0,,21.0,8.0,4.0,13.0,32.0,4.0,25.0,6.0,32.0,6.0,16.0,8.0,31.0,2.0,,29.0,0.5,6.0,30.0,4.0,1.0,16.0,11.0,0.5,64.0,6.0,34.0,20.0,6.0,,27.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,R,S,NA,R,R,R,R,R,R,R,NA,U,R,R,R,R,R,R,R,NA,S,NA,R,NA,R,R,R,R,R,R,S,R,R,R,R,R,S,S,NA,S,S,R,S,U,S,R,R,R,R,R,S,R,R,NA,S,NA,R,R,R,R,R,R,R
COLI129,Escherichia coli,,,2.0,2.0,16.0,,,,16.0,,4.0,4.0,2.0,,2.0,8.0,2.0,32.0,,2.0,32.0,32.0,,0.12,,0.25,,0.06,0.5,,8.0,8.0,,,4.0,,0.5,1.0,,0.12,0.25,,4.0,,,0.06,0.25,16.0,,4.0,64.0,,,20.0,,8.0,,0.5,,64.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,R,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
KLEAER4,Klebsiella aerogenes,6.0,23.0,1.0,2.0,,6.0,16.0,35.0,1.0,29.0,0.5,1.0,4.0,36.0,0.25,1.0,1.0,1.0,18.0,1.0,1.0,,30.0,0.25,26.0,1.0,21.0,4.0,,31.0,0.5,0.5,16.0,6.0,32.0,23.0,0.5,1.0,20.0,4.0,4.0,34.0,0.12,23.0,25.0,2.0,,2.0,23.0,0.25,64.0,6.0,30.0,20.0,6.0,64.0,25.0,,6.0,64.0,22.0,1.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,S,S,S,S,S,S,S,S,S,S,S,U,S,S,NA,S,S,S,S,R,R,NA,S,S,S,R,R,R,S,S,S,U,R,R,S,S,S,S,S,NA,S,S,S,R,R,S,R,R,R,S,NA,R,R,S,S,R,R,R
ENTHOR30,Enterobacter hormaechei hormaechei,13.0,24.0,1.0,2.0,,6.0,16.0,35.0,1.0,6.0,32.0,32.0,8.0,38.0,0.25,1.0,16.0,32.0,6.0,16.0,32.0,,6.0,8.0,6.0,16.0,9.0,8.0,,11.0,32.0,16.0,36.0,6.0,32.0,26.0,0.25,1.0,16.0,16.0,8.0,35.0,0.12,22.0,16.0,16.0,,2.0,21.0,0.25,64.0,6.0,31.0,20.0,6.0,64.0,24.0,,6.0,64.0,22.0,1.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,S,S,R,R,R,S,S,S,S,R,R,R,R,R,NA,R,R,R,R,R,R,NA,R,R,R,S,R,R,S,S,S,R,R,R,S,S,S,R,R,NA,S,S,S,R,R,S,R,R,R,S,NA,R,R,S,S,R,R,R
ENTHOR7,Enterobacter hormaechei hoffmannii,6.0,22.0,2.0,2.0,,6.0,16.0,15.0,32.0,6.0,32.0,32.0,4.0,6.0,2.0,1.0,16.0,32.0,6.0,16.0,32.0,,26.0,1.0,20.0,16.0,13.0,8.0,4.0,26.0,4.0,2.0,16.0,6.0,32.0,23.0,0.5,1.0,26.0,2.0,8.0,6.0,4.0,24.0,22.0,4.0,4.0,16.0,18.0,4.0,64.0,6.0,33.0,20.0,6.0,64.0,25.0,,6.0,64.0,13.0,8.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,NA,S,S,R,R,R,R,R,U,R,U,R,R,R,S,S,S,S,S,R,R,R,S,S,U,U,R,S,R,R,R,S,R,R,R,S,NA,R,R,R,R,R,R,R
COLI130,Escherichia coli,,,2.0,2.0,16.0,,,,32.0,,4.0,4.0,4.0,,0.25,0.5,2.0,32.0,,2.0,32.0,32.0,,0.12,,0.25,,0.06,0.5,,4.0,16.0,,,8.0,,0.5,1.0,,0.12,0.25,,0.12,,,0.06,0.25,2.0,,0.25,64.0,,,160.0,,16.0,,0.5,,64.0,,1.0,,2.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,S,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,S,NA,NA,S,S,S,NA,S,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
COLI131,Escherichia coli,,,2.0,2.0,16.0,,,,4.0,,8.0,4.0,8.0,,2.0,0.5,2.0,32.0,,2.0,32.0,32.0,,0.12,,0.25,,0.06,0.5,,8.0,16.0,,,4.0,,0.5,1.0,,0.12,0.25,,4.0,,,0.06,0.25,16.0,,4.0,64.0,,,160.0,,8.0,,0.5,,64.0,,1.0,,2.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
KLEPNE79,Klebsiella pneumoniae,11.0,19.0,8.0,16.0,16.0,6.0,16.0,6.0,32.0,6.0,32.0,32.0,4.0,31.0,0.25,0.5,16.0,32.0,6.0,16.0,32.0,32.0,28.0,0.5,20.0,16.0,9.0,8.0,,6.0,32.0,16.0,6.0,9.0,32.0,23.0,1.0,1.0,31.0,1.0,0.5,34.0,0.12,6.0,24.0,4.0,2.0,2.0,13.0,0.25,64.0,6.0,6.0,160.0,11.0,64.0,26.0,,6.0,64.0,9.0,8.0,9.0,64.0,64.0,R,S,R,R,R,R,R,R,R,R,R,R,S,S,S,S,R,R,R,R,R,R,S,S,R,R,R,R,NA,R,R,R,R,R,R,S,S,S,S,S,S,S,S,R,S,U,S,S,U,S,R,R,R,R,R,R,S,NA,R,R,R,R,R,R,R
COLI132,Escherichia coli,,,2.0,2.0,16.0,,,,16.0,,16.0,16.0,4.0,,2.0,0.25,2.0,32.0,,2.0,32.0,32.0,,0.12,,0.25,,0.06,0.5,,4.0,8.0,,,8.0,,0.5,1.0,,0.12,0.25,,4.0,,,0.06,0.25,16.0,,4.0,64.0,,,20.0,,,,0.5,,64.0,,1.0,,4.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,NA,NA,R,NA,R,NA,S,NA,S,S
COLI133,Escherichia coli,,,2.0,2.0,16.0,,,,16.0,,8.0,16.0,8.0,,2.0,0.5,2.0,32.0,,2.0,32.0,32.0,,0.25,,0.5,,0.06,0.5,,8.0,8.0,,,4.0,,0.5,1.0,,0.12,0.25,,4.0,,,0.06,0.25,16.0,,4.0,64.0,,,160.0,,16.0,,0.5,,64.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,R,NA,R,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
CITFRE68,Citrobacter freundii,6.0,18.0,4.0,2.0,,6.0,16.0,32.0,1.0,6.0,32.0,16.0,32.0,6.0,2.0,0.5,4.0,16.0,9.0,16.0,4.0,,32.0,0.25,23.0,4.0,17.0,8.0,,28.0,2.0,1.0,35.0,6.0,32.0,21.0,1.0,1.0,25.0,2.0,2.0,6.0,4.0,6.0,26.0,2.0,,16.0,22.0,4.0,64.0,6.0,6.0,160.0,6.0,64.0,23.0,,6.0,64.0,24.0,1.0,6.0,64.0,64.0,R,R,S,S,NA,R,R,S,S,R,R,R,R,R,R,S,R,R,R,R,R,NA,S,S,S,R,R,R,NA,S,U,S,S,R,R,S,S,S,S,S,S,R,R,R,S,S,NA,R,S,R,R,R,R,R,R,R,S,NA,R,R,S,S,R,R,R
COLI135,Escherichia coli,,,2.0,2.0,16.0,,,,16.0,,8.0,16.0,16.0,,2.0,0.5,2.0,32.0,,2.0,32.0,32.0,,0.12,,0.5,,0.06,0.5,,4.0,8.0,,,8.0,,0.5,1.0,,0.06,0.25,,4.0,,,8.0,0.25,16.0,,4.0,64.0,,,160.0,,16.0,,0.5,,64.0,,1.0,,2.0,4.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,R,NA,R,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,R,S,R,NA,R,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
ENTASB13,Enterobacter asburiae,10.0,21.0,1.0,2.0,,6.0,16.0,19.0,1.0,24.0,0.25,1.0,2.0,35.0,0.25,0.5,0.5,0.25,24.0,0.5,1.0,,26.0,0.25,24.0,0.25,11.0,8.0,,31.0,0.12,0.12,6.0,6.0,32.0,21.0,0.25,1.0,6.0,16.0,8.0,31.0,0.12,21.0,6.0,8.0,,2.0,22.0,0.25,64.0,12.0,27.0,20.0,23.0,8.0,20.0,,12.0,,21.0,1.0,19.0,2.0,4.0,R,S,S,S,NA,R,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,NA,S,S,S,S,R,R,NA,S,S,S,R,R,R,S,S,S,R,R,R,S,S,S,R,R,NA,S,S,S,R,R,S,R,S,S,S,NA,R,NA,S,S,R,S,S
ENTCLOCO3,Enterobacter cloacae cloacae,6.0,26.0,1.0,2.0,,6.0,16.0,20.0,1.0,17.0,8.0,2.0,4.0,6.0,0.5,0.5,8.0,8.0,18.0,8.0,4.0,,33.0,0.25,28.0,0.25,23.0,0.5,0.5,35.0,0.12,0.12,17.0,6.0,4.0,17.0,4.0,1.0,25.0,0.5,1.0,6.0,0.25,29.0,33.0,0.25,2.0,,27.0,0.5,64.0,6.0,6.0,20.0,6.0,64.0,24.0,,6.0,64.0,19.0,1.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,R,S,R,R,U,S,R,R,S,R,R,U,R,R,NA,S,S,S,S,R,R,R,S,S,S,R,R,S,R,R,S,S,S,S,R,S,S,S,S,S,NA,S,R,R,R,R,R,R,R,S,NA,R,R,S,S,R,R,R
CITFRE69,Citrobacter freundii,6.0,16.0,16.0,2.0,,6.0,16.0,6.0,1.0,6.0,32.0,1.0,8.0,6.0,2.0,1.0,16.0,32.0,6.0,16.0,4.0,,27.0,0.25,11.0,1.0,14.0,8.0,4.0,9.0,32.0,0.5,35.0,6.0,16.0,6.0,16.0,1.0,21.0,2.0,2.0,9.0,4.0,16.0,24.0,2.0,2.0,16.0,6.0,4.0,64.0,6.0,6.0,160.0,6.0,64.0,27.0,,6.0,64.0,6.0,1.0,6.0,64.0,64.0,R,R,R,S,NA,R,R,R,S,R,R,S,S,R,R,S,R,R,R,R,R,NA,S,S,R,S,R,R,R,R,R,S,S,R,R,R,R,S,U,S,S,R,R,S,S,S,S,R,R,R,R,R,R,R,R,R,S,NA,R,R,R,S,R,R,R
ENTHOR73,Enterobacter hormaechei xiangfangensis,6.0,22.0,4.0,4.0,,6.0,16.0,6.0,32.0,6.0,32.0,32.0,32.0,9.0,2.0,1.0,16.0,32.0,6.0,16.0,32.0,,29.0,1.0,13.0,16.0,12.0,8.0,4.0,6.0,32.0,16.0,23.0,6.0,32.0,6.0,16.0,8.0,23.0,2.0,2.0,15.0,4.0,20.0,22.0,4.0,4.0,16.0,9.0,4.0,64.0,6.0,6.0,160.0,6.0,64.0,19.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,NA,S,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,S,S,R,R,S,S,U,U,R,R,R,R,R,R,R,R,R,S,NA,R,R,R,R,R,R,R
CITFRE70,Citrobacter freundii,6.0,23.0,2.0,2.0,,6.0,16.0,6.0,32.0,6.0,32.0,32.0,16.0,6.0,2.0,1.0,16.0,32.0,6.0,16.0,32.0,,28.0,0.5,15.0,16.0,13.0,8.0,4.0,6.0,32.0,16.0,34.0,6.0,32.0,6.0,16.0,8.0,22.0,2.0,2.0,6.0,4.0,19.0,21.0,2.0,2.0,16.0,11.0,4.0,64.0,6.0,6.0,160.0,6.0,64.0,23.0,,6.0,64.0,9.0,8.0,6.0,64.0,64.0,R,S,S,S,NA,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,NA,S,S,R,R,R,R,R,R,R,R,S,R,R,R,R,R,S,S,S,R,R,S,U,S,S,R,R,R,R,R,R,R,R,R,S,NA,R,R,R,R,R,R,R
CITFRE71,Citrobacter freundii,6.0,22.0,4.0,8.0,,6.0,16.0,12.0,32.0,6.0,16.0,16.0,2.0,17.0,2.0,1.0,16.0,32.0,6.0,16.0,32.0,,33.0,0.25,18.0,8.0,24.0,1.0,0.5,12.0,32.0,16.0,29.0,6.0,32.0,6.0,16.0,8.0,27.0,1.0,1.0,24.0,4.0,26.0,29.0,0.25,2.0,16.0,10.0,4.0,64.0,6.0,20.0,160.0,6.0,64.0,28.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,S,R,NA,R,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,NA,S,S,R,R,S,R,R,R,R,R,S,R,R,R,R,R,S,S,S,S,R,S,S,S,S,R,R,R,R,R,S,R,R,R,S,NA,R,R,R,R,R,R,R
KLEPNE80,Klebsiella pneumoniae,6.0,19.0,16.0,16.0,16.0,6.0,16.0,6.0,32.0,6.0,32.0,32.0,32.0,6.0,2.0,0.5,16.0,32.0,6.0,16.0,32.0,32.0,16.0,8.0,6.0,16.0,6.0,8.0,,6.0,32.0,16.0,10.0,6.0,32.0,6.0,16.0,8.0,23.0,4.0,2.0,6.0,4.0,6.0,10.0,16.0,8.0,16.0,6.0,4.0,64.0,6.0,6.0,160.0,8.0,64.0,25.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,S,R,R,R,R,R,NA,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S,NA,R,R,R,R,R,R,R
COLI136,Escherichia coli,,,1.0,2.0,16.0,,,,2.0,,1.0,1.0,8.0,,,0.25,16.0,32.0,,8.0,4.0,32.0,,0.12,,0.25,,0.06,0.5,,2.0,2.0,,,4.0,,0.5,1.0,,0.06,0.25,,1.0,,,0.06,0.25,,,,64.0,,,160.0,,16.0,,0.5,,64.0,,1.0,,2.0,4.0,NA,NA,S,S,R,NA,NA,NA,U,NA,S,S,S,NA,NA,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,U,U,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,R,NA,S,NA,R,NA,R,NA,S,NA,S,S
CITFRE72,Citrobacter freundii,6.0,20.0,16.0,16.0,,6.0,16.0,6.0,32.0,6.0,32.0,32.0,16.0,6.0,2.0,1.0,16.0,32.0,6.0,16.0,32.0,,28.0,0.5,21.0,16.0,15.0,8.0,4.0,25.0,4.0,2.0,31.0,6.0,32.0,6.0,16.0,8.0,27.0,2.0,1.0,6.0,4.0,17.0,25.0,4.0,,16.0,6.0,4.0,64.0,6.0,6.0,160.0,6.0,64.0,24.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,R,R,NA,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,NA,S,S,R,R,R,R,R,U,R,U,S,R,R,R,R,R,S,S,S,R,R,S,S,U,NA,R,R,R,R,R,R,R,R,R,S,NA,R,R,R,R,R,R,R
SALENT1,Salmonella enterica enterica,6.0,27.0,1.0,2.0,16.0,6.0,16.0,39.0,1.0,27.0,1.0,1.0,16.0,39.0,,1.0,1.0,32.0,17.0,4.0,4.0,,30.0,0.25,26.0,1.0,21.0,1.0,4.0,30.0,1.0,0.5,35.0,21.0,8.0,25.0,0.5,1.0,25.0,0.5,4.0,34.0,0.12,26.0,28.0,0.5,4.0,8.0,26.0,0.25,64.0,6.0,26.0,20.0,6.0,64.0,22.0,,6.0,64.0,24.0,1.0,6.0,64.0,64.0,R,S,S,S,R,R,R,S,S,S,S,S,R,S,NA,S,S,R,R,R,R,NA,S,S,S,S,R,R,R,S,S,S,S,S,R,S,S,S,S,S,R,S,S,S,S,S,U,R,S,S,R,R,S,R,R,R,S,NA,R,R,S,S,R,R,R
ENTASB4,Enterobacter asburiae,6.0,26.0,1.0,2.0,,6.0,16.0,32.0,1.0,28.0,0.25,1.0,2.0,39.0,0.25,0.5,0.5,0.5,29.0,0.12,1.0,,31.0,0.25,31.0,0.25,20.0,4.0,,32.0,0.06,0.12,21.0,6.0,32.0,24.0,0.5,1.0,6.0,16.0,8.0,35.0,0.12,35.0,18.0,4.0,,2.0,25.0,0.25,64.0,21.0,32.0,20.0,28.0,8.0,25.0,,23.0,,25.0,1.0,23.0,2.0,4.0,R,S,S,S,NA,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,NA,S,S,S,S,R,R,NA,S,S,S,R,R,R,S,S,S,R,R,R,S,S,S,U,U,NA,S,S,S,R,S,S,R,S,S,S,NA,S,NA,S,S,S,S,S
KLEPNE70,Klebsiella pneumoniae,10.0,20.0,4.0,8.0,16.0,6.0,16.0,6.0,32.0,6.0,32.0,32.0,32.0,6.0,2.0,1.0,16.0,32.0,6.0,16.0,32.0,32.0,6.0,8.0,6.0,16.0,9.0,8.0,4.0,6.0,32.0,16.0,19.0,6.0,32.0,6.0,16.0,8.0,19.0,16.0,8.0,6.0,4.0,6.0,16.0,16.0,8.0,16.0,9.0,4.0,64.0,6.0,6.0,40.0,9.0,64.0,15.0,,6.0,64.0,6.0,8.0,6.0,64.0,64.0,R,S,S,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,NA,R,R,R,R,R,R,R
